_id,date,center_name,attendance_count
26578465,2022-10-17,Ammon Community Center,7
26578466,2022-10-17,Brookline Community Center,23
26578467,2022-10-17,Magee Community Center,34
26578468,2022-10-17,Paulson Community Center,25
26578469,2022-10-17,Ormsby Community Center,7
26578470,2022-10-17,West Penn Community Center,31
26578471,2022-10-15,Phillips Community Center,7
26578472,2022-10-15,Brookline Community Center,1
26578473,2022-10-15,West Penn Community Center,15
26578474,2022-10-14,Phillips Community Center,34
26578475,2022-10-14,Warrington Community Center,40
26578476,2022-10-14,Ammon Community Center,7
26578477,2022-10-14,Arlington Community Center,9
26578478,2022-10-14,Brookline Community Center,16
26578479,2022-10-14,Magee Community Center,9
26578480,2022-10-14,Ormsby Community Center,1
26578481,2022-10-14,Paulson Community Center,31
26578482,2022-10-14,West Penn Community Center,55
26578483,2022-10-13,Warrington Community Center,26
26578484,2022-10-13,Phillips Community Center,48
26578485,2022-10-13,Arlington Community Center,8
26578486,2022-10-13,Ammon Community Center,7
26578487,2022-10-13,Brookline Community Center,32
26578488,2022-10-13,Magee Community Center,34
26578489,2022-10-13,Paulson Community Center,17
26578490,2022-10-13,Ormsby Community Center,6
26578491,2022-10-13,West Penn Community Center,45
26578492,2022-10-12,Phillips Community Center,33
26578493,2022-10-12,Warrington Community Center,48
26578494,2022-10-12,Ammon Community Center,42
26578495,2022-10-12,Arlington Community Center,6
26578496,2022-10-12,Brookline Community Center,16
26578497,2022-10-12,Magee Community Center,32
26578498,2022-10-12,Ormsby Community Center,6
26578499,2022-10-12,Paulson Community Center,10
26578500,2022-10-12,West Penn Community Center,45
26578501,2022-10-11,Phillips Community Center,60
26578502,2022-10-11,Arlington Community Center,5
26578503,2022-10-11,Ammon Community Center,7
26578504,2022-10-11,Brookline Community Center,28
26578505,2022-10-11,Jefferson Community Center,13
26578506,2022-10-11,Magee Community Center,20
26578507,2022-10-11,Ormsby Community Center,12
26578508,2022-10-11,Paulson Community Center,16
26578509,2022-10-11,West Penn Community Center,80
26578510,2022-10-10,Phillips Community Center,27
26578511,2022-10-10,Warrington Community Center,53
26578512,2022-10-10,Ammon Community Center,12
26578513,2022-10-10,Arlington Community Center,22
26578514,2022-10-10,Brookline Community Center,14
26578515,2022-10-10,Ormsby Community Center,15
26578516,2022-10-10,Magee Community Center,30
26578517,2022-10-10,Paulson Community Center,10
26578518,2022-10-10,West Penn Community Center,44
26578519,2022-10-08,Phillips Community Center,10
26578520,2022-10-08,West Penn Community Center,17
26578521,2022-10-07,Phillips Community Center,40
26578522,2022-10-07,Warrington Community Center,42
26578523,2022-10-07,Arlington Community Center,14
26578524,2022-10-07,Ammon Community Center,3
26578525,2022-10-07,Brookline Community Center,14
26578526,2022-10-07,Magee Community Center,28
26578527,2022-10-07,Ormsby Community Center,13
26578528,2022-10-07,Paulson Community Center,17
26578529,2022-10-07,West Penn Community Center,43
26578530,2022-10-06,Warrington Community Center,54
26578531,2022-10-06,Phillips Community Center,18
26578532,2022-10-06,Ammon Community Center,5
26578533,2022-10-06,Arlington Community Center,4
26578534,2022-10-06,Brookline Community Center,37
26578535,2022-10-06,Jefferson Community Center,15
26578536,2022-10-06,Ormsby Community Center,6
26578537,2022-10-06,Magee Community Center,41
26578538,2022-10-06,Paulson Community Center,13
26578539,2022-10-06,West Penn Community Center,57
26578540,2022-10-05,Phillips Community Center,41
26578541,2022-10-05,Warrington Community Center,33
26578542,2022-10-05,Arlington Community Center,10
26578543,2022-10-05,Ammon Community Center,12
26578544,2022-10-05,Brookline Community Center,16
26578545,2022-10-05,Magee Community Center,17
26578546,2022-10-05,Ormsby Community Center,7
26578547,2022-10-05,Paulson Community Center,11
26578548,2022-10-05,West Penn Community Center,44
26578549,2022-10-04,Warrington Community Center,40
26578550,2022-10-04,Phillips Community Center,48
26578551,2022-10-04,Ammon Community Center,44
26578552,2022-10-04,Brookline Community Center,14
26578553,2022-10-04,Ormsby Community Center,5
26578554,2022-10-04,Magee Community Center,27
26578555,2022-10-04,Paulson Community Center,14
26578556,2022-10-04,West Penn Community Center,77
26578557,2022-10-03,Phillips Community Center,49
26578558,2022-10-03,Warrington Community Center,44
26578559,2022-10-03,Ammon Community Center,76
26578560,2022-10-03,Arlington Community Center,19
26578561,2022-10-03,Brookline Community Center,25
26578562,2022-10-03,Jefferson Community Center,39
26578563,2022-10-03,Magee Community Center,23
26578564,2022-10-03,Ormsby Community Center,9
26578565,2022-10-03,Paulson Community Center,16
26578566,2022-10-03,West Penn Community Center,40
26578567,2022-10-01,Phillips Community Center,1
26578568,2022-10-01,Brookline Community Center,1
26578569,2022-10-01,West Penn Community Center,28
26578570,2022-09-30,Phillips Community Center,48
26578571,2022-09-30,Warrington Community Center,24
26578572,2022-09-30,Arlington Community Center,20
26578573,2022-09-30,Ammon Community Center,11
26578574,2022-09-30,Brookline Community Center,16
26578575,2022-09-30,Jefferson Community Center,12
26578576,2022-09-30,Ormsby Community Center,10
26578577,2022-09-30,Magee Community Center,40
26578578,2022-09-30,Paulson Community Center,21
26578579,2022-09-30,West Penn Community Center,27
26578580,2022-09-29,Warrington Community Center,36
26578581,2022-09-29,Phillips Community Center,35
26578582,2022-09-29,Ammon Community Center,11
26578583,2022-09-29,Arlington Community Center,11
26578584,2022-09-29,Brookline Community Center,42
26578585,2022-09-29,Magee Community Center,36
26578586,2022-09-29,Ormsby Community Center,31
26578587,2022-09-29,Paulson Community Center,21
26578588,2022-09-29,West Penn Community Center,106
26578589,2022-09-28,Phillips Community Center,30
26578590,2022-09-28,Warrington Community Center,41
26578591,2022-09-28,Arlington Community Center,4
26578592,2022-09-28,Ammon Community Center,30
26578593,2022-09-28,Brookline Community Center,11
26578594,2022-09-28,Jefferson Community Center,17
26578595,2022-09-28,Ormsby Community Center,14
26578596,2022-09-28,Magee Community Center,18
26578597,2022-09-28,Paulson Community Center,8
26578598,2022-09-28,West Penn Community Center,41
26578599,2022-09-27,Warrington Community Center,38
26578600,2022-09-27,Phillips Community Center,63
26578601,2022-09-27,Ammon Community Center,8
26578602,2022-09-27,Arlington Community Center,8
26578603,2022-09-27,Brookline Community Center,22
26578604,2022-09-27,Magee Community Center,18
26578605,2022-09-27,Ormsby Community Center,16
26578606,2022-09-27,Paulson Community Center,12
26578607,2022-09-27,West Penn Community Center,104
26578608,2022-09-26,Phillips Community Center,27
26578609,2022-09-26,Warrington Community Center,37
26578610,2022-09-26,Arlington Community Center,13
26578611,2022-09-26,Ammon Community Center,24
26578612,2022-09-26,Brookline Community Center,23
26578613,2022-09-26,Jefferson Community Center,14
26578614,2022-09-26,Ormsby Community Center,14
26578615,2022-09-26,Magee Community Center,10
26578616,2022-09-26,Paulson Community Center,8
26578617,2022-09-26,West Penn Community Center,40
26578618,2022-09-24,Phillips Community Center,13
26578619,2022-09-24,West Penn Community Center,12
26578620,2022-09-23,Phillips Community Center,19
26578621,2022-09-23,Warrington Community Center,37
26578622,2022-09-23,Ammon Community Center,14
26578623,2022-09-23,Arlington Community Center,3
26578624,2022-09-23,Brookline Community Center,13
26578625,2022-09-23,Magee Community Center,39
26578626,2022-09-23,Ormsby Community Center,19
26578627,2022-09-23,Paulson Community Center,11
26578628,2022-09-23,West Penn Community Center,13
26578629,2022-09-22,Warrington Community Center,37
26578630,2022-09-22,Phillips Community Center,7
26578631,2022-09-22,Arlington Community Center,11
26578632,2022-09-22,Ammon Community Center,6
26578633,2022-09-22,Brookline Community Center,24
26578634,2022-09-22,Jefferson Community Center,9
26578635,2022-09-22,Ormsby Community Center,7
26578636,2022-09-22,Magee Community Center,32
26578637,2022-09-22,Paulson Community Center,16
26578638,2022-09-22,West Penn Community Center,116
26578639,2022-09-21,Phillips Community Center,19
26578640,2022-09-21,Warrington Community Center,47
26578641,2022-09-21,Ammon Community Center,9
26578642,2022-09-21,Brookline Community Center,12
26578643,2022-09-21,Magee Community Center,32
26578644,2022-09-21,Ormsby Community Center,5
26578645,2022-09-21,Paulson Community Center,15
26578646,2022-09-21,West Penn Community Center,35
26578647,2022-09-20,Warrington Community Center,43
26578648,2022-09-20,Phillips Community Center,68
26578649,2022-09-20,Ammon Community Center,40
26578650,2022-09-20,Arlington Community Center,3
26578651,2022-09-20,Brookline Community Center,16
26578652,2022-09-20,Ormsby Community Center,8
26578653,2022-09-20,Magee Community Center,30
26578654,2022-09-20,Paulson Community Center,12
26578655,2022-09-20,West Penn Community Center,108
26578656,2022-09-19,Phillips Community Center,38
26578657,2022-09-19,Warrington Community Center,31
26578658,2022-09-19,Arlington Community Center,3
26578659,2022-09-19,Ammon Community Center,9
26578660,2022-09-19,Brookline Community Center,15
26578661,2022-09-19,Magee Community Center,21
26578662,2022-09-19,Ormsby Community Center,8
26578663,2022-09-19,Paulson Community Center,17
26578664,2022-09-19,West Penn Community Center,52
26578665,2022-09-17,Phillips Community Center,4
26578666,2022-09-17,West Penn Community Center,11
26578667,2022-09-16,Phillips Community Center,31
26578668,2022-09-16,Warrington Community Center,45
26578669,2022-09-16,Ammon Community Center,11
26578670,2022-09-16,Arlington Community Center,1
26578671,2022-09-16,Brookline Community Center,17
26578672,2022-09-16,Ormsby Community Center,10
26578673,2022-09-16,Magee Community Center,21
26578674,2022-09-16,Paulson Community Center,17
26578675,2022-09-16,West Penn Community Center,42
26578676,2022-09-15,Warrington Community Center,26
26578677,2022-09-15,Phillips Community Center,46
26578678,2022-09-15,Arlington Community Center,3
26578679,2022-09-15,Ammon Community Center,21
26578680,2022-09-15,Brookline Community Center,27
26578681,2022-09-15,Magee Community Center,41
26578682,2022-09-15,Ormsby Community Center,6
26578683,2022-09-15,Paulson Community Center,12
26578684,2022-09-15,West Penn Community Center,59
26578685,2022-09-14,Phillips Community Center,21
26578686,2022-09-14,Warrington Community Center,41
26578687,2022-09-14,Ammon Community Center,76
26578688,2022-09-14,Arlington Community Center,10
26578689,2022-09-14,Brookline Community Center,12
26578690,2022-09-14,Ormsby Community Center,11
26578691,2022-09-14,Magee Community Center,17
26578692,2022-09-14,Paulson Community Center,18
26578693,2022-09-14,West Penn Community Center,39
26578694,2022-09-13,Warrington Community Center,33
26578695,2022-09-13,Phillips Community Center,45
26578696,2022-09-13,Ammon Community Center,58
26578697,2022-09-13,Brookline Community Center,19
26578698,2022-09-13,Magee Community Center,45
26578699,2022-09-13,Ormsby Community Center,7
26578700,2022-09-13,Paulson Community Center,8
26578701,2022-09-13,West Penn Community Center,37
26578702,2022-09-12,Phillips Community Center,55
26578703,2022-09-12,Warrington Community Center,47
26578704,2022-09-12,Ammon Community Center,42
26578705,2022-09-12,Brookline Community Center,12
26578706,2022-09-12,Ormsby Community Center,11
26578707,2022-09-12,Magee Community Center,33
26578708,2022-09-12,Paulson Community Center,9
26578709,2022-09-12,West Penn Community Center,51
26578710,2022-09-10,Phillips Community Center,1
26578711,2022-09-10,Brookline Community Center,5
26578712,2022-09-10,West Penn Community Center,29
26578713,2022-09-09,Phillips Community Center,25
26578714,2022-09-09,Warrington Community Center,28
26578715,2022-09-09,Ammon Community Center,25
26578716,2022-09-09,Brookline Community Center,14
26578717,2022-09-09,Magee Community Center,31
26578718,2022-09-09,Ormsby Community Center,6
26578719,2022-09-09,Paulson Community Center,14
26578720,2022-09-09,West Penn Community Center,31
26578721,2022-09-08,Warrington Community Center,35
26578722,2022-09-08,Phillips Community Center,56
26578723,2022-09-08,Ammon Community Center,29
26578724,2022-09-08,Arlington Community Center,2
26578725,2022-09-08,Brookline Community Center,26
26578726,2022-09-08,Ormsby Community Center,9
26578727,2022-09-08,Magee Community Center,38
26578728,2022-09-08,Paulson Community Center,13
26578729,2022-09-08,West Penn Community Center,41
26578730,2022-09-07,Phillips Community Center,53
26578731,2022-09-07,Warrington Community Center,23
26578732,2022-09-07,Arlington Community Center,4
26578733,2022-09-07,Ammon Community Center,11
26578734,2022-09-07,Brookline Community Center,10
26578735,2022-09-07,Magee Community Center,32
26578736,2022-09-07,Ormsby Community Center,8
26578737,2022-09-07,Paulson Community Center,19
26578738,2022-09-07,West Penn Community Center,24
26578739,2022-09-06,Warrington Community Center,26
26578740,2022-09-06,Phillips Community Center,38
26578741,2022-09-06,Ammon Community Center,13
26578742,2022-09-06,Brookline Community Center,14
26578743,2022-09-06,Ormsby Community Center,7
26578744,2022-09-06,Magee Community Center,20
26578745,2022-09-06,Paulson Community Center,17
26578746,2022-09-06,West Penn Community Center,58
26578747,2022-09-02,Phillips Community Center,19
26578748,2022-09-02,Warrington Community Center,18
26578749,2022-09-02,Ammon Community Center,21
26578750,2022-09-02,Brookline Community Center,12
26578751,2022-09-02,Magee Community Center,38
26578752,2022-09-02,Paulson Community Center,9
26578753,2022-09-02,West Penn Community Center,15
26578754,2022-09-01,Warrington Community Center,15
26578755,2022-09-01,Phillips Community Center,36
26578756,2022-09-01,Ammon Community Center,16
26578757,2022-09-01,Brookline Community Center,30
26578758,2022-09-01,Magee Community Center,39
